,movie_title,movie_id,tags
887,Yes Man,tt1068680,comedy romance best friend dvd girlfriend loan self help bradleycooper zooeydeschanel dannymasterson peytonreed
888,Central Intelligence,tt1489889,action comedy crime accountant blooper espionage facebook high school reunion dwaynejohnson thomaskretschmann meganpark rawsonmarshallthurber
889,Stepmom,tt0120686,comedy drama attorney cancer custody fashion photographer photographer juliaroberts liamaiken herbertrussell chriscolumbus
890,Daddy's Home,tt1528854,comedy family biological father dad drinking product placement wilhelm scream willferrell lindacardellini markl.young seananders
891,Into the Woods,tt2180411,adventure comedy drama fantasy musical based on stage musical cinderella little red riding hood singing witch johnnydepp merylstreep annakendrick robmarshall
892,Inside Man,tt0454848,crime drama mystery thriller bank detective negotiation police robber denzelwashington jamesransone petergerety spikelee
893,Payback,tt0120784,action crime drama thriller anti hero criminal greed prostitute tough guy billduke deborahkaraunger williamdevane brianhelgeland
894,Congo,tt0112715,action adventure mystery sci-fi captain congo expedition laser lost city dylanwalsh joedonbaker grantheslov frankmarshall
895,Knowing,tt0448011,drama mystery sci-fi thriller disaster end of the world number student time capsule nicolascage benmendelsohn chandlercanterbury alexproyas
896,Failure to Launch,tt0427229,comedy romance friend intervention moving secret slacker bradleycooper matthewmcconaughey zooeydeschanel tomdey
897,"Crazy, Stupid, Love.",tt1570728,comedy drama romance bar divorce friend girl male objectification ryangosling emmastone stevecarell glennficarra
898,Garfield,tt0356634,animation comedy family fantasy cat dog first part lasagna veterinarian billmurray markchristopherlawrence michaelmonks peterhewitt
899,Christmas with the Kranks,tt0388419,comedy family act of kindness christmas christmas eve neighbor vacation jamieleecurtis cheechmarin jakebusey joeroth
900,Moneyball,tt1210166,biography drama sport baseball meeting statistics strategy voice over philipseymourhoffman robinwright bradpitt bennettmiller
901,Outbreak,tt0114069,action drama thriller disease epidemic monkey quarantine virus kevinspacey morganfreeman renerusso wolfgangpetersen
902,Non-Stop,tt2024469,action mystery thriller air marshal death passenger terrorist transatlantic flight liamneeson nateparker scootmcnairy jaumecollet-serra
903,Race to Witch Mountain,tt1075417,action adventure family fantasy sci-fi thriller alien military mountain spacecraft ufo dwaynejohnson billybrown tomeverettscott andyfickman
904,V for Vendetta,tt0434409,action drama thriller dystopia freedom government revolution terrorist natalieportman eddiemarsan rupertgraves jamesmcteigue
905,Shanghai Knights,tt0300471,action adventure comedy 1880s arrow imperial seal murder revenge fannwong anna-louiseplowman georginachapman daviddobkin
906,Curious George,tt0381971,adventure animation comedy family hat monkey museum shrine yellow willferrell frankwelker alexandergould matthewo'callaghan
907,Herbie Fully Loaded,tt0400497,adventure comedy family fantasy romance sport automobile racing car mechanic nascar street racing scootmcnairy thomaslennon cherylhines angelarobinson
908,Don't Say a Word,tt0260866,crime drama mystery thriller mental institution post traumatic stress psychiatrist vomiting voyeur oliverplatt jenniferesposito conradgoode garyfleder
909,Hansel & Gretel: Witch Hunters,tt1428538,action fantasy horror bounty hunter brother sister team death of loved one hansel and gretel supernatural power jeremyrenner derekmears ingridbolsøberdal tommywirkola
910,Unfaithful,tt0250797,drama thriller erotic thriller infidelity marital infidelity unfaithfulness wife's lover murdered by husband oliviermartinez erikpersullivan chadlowe adrianlyne
911,I Am Number Four,tt1464540,action adventure sci-fi thriller based on young adult novel good versus evil guardian human alien ohio alexpettyfer emilywickersham reubenlangdon d.j.caruso
912,Syriana,tt0365737,drama thriller cia hezbollah lebanon oil prince mattdamon amrwaked kayvannovak stephengaghan
913,13 Hours,tt4172430,action drama thriller war based on true story cia agent libya mercenary u.s. ambassador tobystephens jamesbadgedale davidcostabile michaelbay
914,The Book of Life,tt2262227,adventure animation comedy family fantasy romance afterlife bullfight bullfighting love triangle mexico channingtatum hectorelizondo anadelareguera jorger.gutiérrez
915,Firewall,tt0408345,crime thriller architect bank cayman islands meeting murder jimmybennett harrisonford marylynnrajskub richardloncraine
916,Absolute Power,tt0118548,action crime drama thriller death death of wife murder thief violence clinteastwood markmargolis scottglenn clinteastwood
917,G.I. Jane,tt0119173,action drama war feminism hit in the crotch kicked in the crotch kicked in the testicles navy viggomortensen demimoore johnmichaelhiggins ridleyscott
918,The Game,tt0119174,drama mystery thriller birthday falling through a glass roof game hitchcockian suicide deborahkaraunger arminmueller-stahl charlesmartinet davidfincher
919,Silent Hill,tt0384537,adventure horror mystery gothic police police officer silent hill sleepwalking radhamitchell deborahkaraunger alicekrige christophegans
920,The Replacements,tt0191397,comedy sport coach football player misfits strike sumo wrestler keanureeves jonfavreau faizonlove howarddeutch
921,American Reunion,tt1605630,comedy bikini female female kiss high school reunion outdoor sex upskirt alysonhannigan daniaramirez natashalyonne jonhurwitz
922,The Negotiator,tt0120768,action crime drama mystery thriller hostage innocence murder negotiator police kevinspacey michaelcudlitz siobhanfallonhogan f.garygray
923,Into the Storm,tt2106361,action thriller danger graduation storm teenage boy tornado mattwalsh alyciadebnam-carey scottlawrence stevenquale
924,Beverly Hills Cop III,tt0109254,action comedy crime thriller california counterfeit counterfeit money money theme park louislombardi jontenney gilbertr.hill johnlandis
925,Gremlins 2: The New Batch,tt0099700,comedy fantasy horror gremlin horror host hulk hogan monster skyscraper christopherlee robertpicardo phoebecates joedante
926,The Judge,tt1872194,crime drama courtroom dysfunctional family indiana lawyer trial robertdowneyjr. robertduvall leightonmeester daviddobkin
927,The Peacemaker,tt0119874,action thriller nuclear explosion nuclear weapon russia train train crash arminmueller-stahl holtmccallany marceliures mimileder
928,Resident Evil: Apocalypse,tt0318627,action horror sci-fi thriller cover up monster strong female character strong female lead zombie apocalypse millajovovich thomaskretschmann mikeepps alexanderwitt
929,Bridget Jones: The Edge of Reason,tt0317198,comedy drama romance american actress playing british character intern prison six word title thailand colinfirth jimbroadbent celiaimrie beebankidron
930,Out of Time,tt0313443,crime drama romance thriller cancer florida insurance life insurance policy small town denzelwashington sanaalathan johnbillingsley carlfranklin
931,On Deadly Ground,tt0110725,action adventure thriller environmental murder oil oil spill tribe mikestarr joanchen sven-olethorsen stevenseagal
932,The Adventures of Sharkboy and Lavagirl 3-D,tt0424774,action adventure family fantasy boy bully dream dream sequence planet taylorlautner kristindavis taylordooley robertrodriguez
933,The Beach,tt0163978,adventure drama thriller love map paradise thailand travel leonardodicaprio virginieledoyen peteryoungbloodhills dannyboyle
934,Raising Helen,tt0350028,comedy drama romance fashion show female protagonist love pastor queens new york city ambervalletta felicityhuffman spencerbreslin garrymarshall
935,Ninja Assassin,tt1186367,action crime thriller critically bashed kung fu martial artist martial arts ninja shôkosugi benmiles rain jamesmcteigue
936,For Love of the Game,tt0126916,drama romance sport baseball baseball movie detroit tigers perfect game pitcher j.k.simmons kellypreston carminegiovinazzo samraimi
937,Striptease,tt0117765,comedy crime drama thriller bouncer breasts congressman private dancer stripper demimoore rumerwillis paulguilfoyle andrewbergman
938,Marmaduke,tt1392197,comedy family dog great dane rivalry talking animal talking cat emmastone judygreer stevecoogan tomdey
939,Hereafter,tt1212419,drama fantasy death france near death experience tsunami twin brother mattdamon jaymohr céciledefrance clinteastwood
940,Murder by Numbers,tt0264935,crime mystery thriller disposing of a dead body high school student murder sociopath teenage boy ryangosling chrispenn agnesbruckner barbetschroeder
941,Assassins,tt0112401,action crime thriller assassin floppy disk modem rival russian musewatson sylvesterstallone kellyrowan richarddonner
942,Hannibal Rising,tt0367959,crime drama thriller aunt cannibalism faked death medical student revenge ligong stephenwalters richardbrake peterwebber
943,The Story of Us,tt0160916,comedy drama romance four word title husband wife relationship male rear nudity marriage summer camp brucewillis timmatheson ritawilson robreiner
944,The Host,tt1517260,action adventure romance sci-fi thriller alien alien creature body snatching desert parasite j.d.evermore chandlercanterbury rachelroberts andrewniccol
945,Basic,tt0264395,action crime drama mystery thriller 2000s army military crime necklace yanked off panama connienielsen harryconnickjr. timdaly johnmctiernan
946,Blood Work,tt0309377,action crime drama mystery thriller boat heart transplant murder serial killer sister clinteastwood anjelicahuston rickhoffman clinteastwood
947,The International,tt0963178,action crime drama mystery thriller bank chase district attorney interpol murder naomiwatts bríanf.o'byrne arminmueller-stahl tomtykwer
948,Escape from L.A.,tt0116225,action adventure sci-fi thriller escape island los angeles california machismo president's daughter stevebuscemi valeriagolino michelleforbes johncarpenter
949,The Iron Giant,tt0129167,action adventure animation comedy drama family sci-fi boy friend government agent maine robot vindiesel harryconnickjr. m.emmetwalsh bradbird
950,The Life Aquatic with Steve Zissou,tt0362270,adventure comedy drama expedition oceanographer sea shark team billmurray anjelicahuston matthewgraygubler wesanderson
951,Free State of Jones,tt1124037,action biography drama history war american civil war civil war u.s. civil war matthewmcconaughey donaldwatkins jessicacollins garyross
952,The Life of David Gale,tt0289992,crime drama thriller activist death death row murder texas kevinspacey katewinslet mattcraven alanparker
953,Man of the House,tt0331933,action comedy cheerleader cheerleading movie neo noir neo western texas ranger christinamilian vanessaferlito kelligarner stephenherek
954,Run All Night,tt2199571,action crime drama thriller death drug dealer limousine limousine driver one night liamneeson common brucemcgill jaumecollet-serra
955,Eastern Promises,tt0765443,crime mystery thriller male pubic hair pubic hair russian sex scene turkish bath viggomortensen naomiwatts razajaffrey davidcronenberg
956,Into the Blue,tt0378109,action adventure crime thriller bahamas blood splatter cocaine hairy chest shark paulwalker jamesfrain ashleyscott johnstockwell
957,The Messenger: The Story of Joan of Arc,tt0151137,adventure biography drama history war cathedral dauphin france trial wartime rape paulbrooke davidbailie rabaffleck lucbesson
958,Your Highness,tt1240982,adventure comedy fantasy knight prince quest rescue thong bikini natalieportman zooeydeschanel jamesfranco davidgordongreen
959,Dream House,tt1462041,drama mystery thriller closet father daughter relationship psychiatric hospital real life sisters playing sisters train naomiwatts gregorysmith sarahgadon jimsheridan
960,Mad City,tt0119592,crime drama thriller hostage museum natural history museum news reporter reporter miakirshner blythedanner williamatherton costa-gavras
961,Baby's Day Out,tt0109190,adventure comedy crime drama family baby baby boy kidnapping kidnapping a child taxi joemantegna laraflynnboyle cynthianixon patrickreadjohnson
962,The Scarlet Letter,tt0114345,drama romance 17th century adultery letter pubic hair swimming garyoldman robertduvall demimoore rolandjoffé
963,Fair Game,tt0977855,biography drama thriller bush administration cia interview iraq new york times naomiwatts tyburrell brookesmith dougliman
964,Domino,tt0421054,action biography crime drama thriller bounty hunter fbi female bounty hunter female nudity reality show ianziering mo'nique edgarramírez tonyscott
965,Jade,tt0113451,crime drama thriller blackmail investigation murder panties pulled down prostitution michaelbiehn chazzpalminteri lindafiorentino williamfriedkin
966,Gamer,tt1034032,action sci-fi thriller battle convict death mind control role playing gerardbutler loganlerman alisonlohman markneveldine
967,Beautiful Creatures,tt1559547,drama fantasy romance dream escape magic magic spell small town aldenehrenreich zoeydeutch pruitttaylorvince richardlagravenese
968,Death to Smoochy,tt0266452,comedy crime drama thriller children children's tv show money revenge scandal robinwilliams vincentschiavelli dannywoodburn dannydevito
969,Zoolander 2,tt1608290,comedy chosen one fashion fashion model model retired millajovovich willferrell justintheroux benstiller
970,The Big Bounce,tt0315824,comedy crime breasts consensual sex female nudity judge surfer morganfreeman andrewwilson willienelson georgearmitage
971,What Planet Are You From?,tt0181151,comedy sci-fi alien baby banker pregnancy question in title judygreer lindafiorentino garryshandling mikenichols
972,Drive Angry,tt1502404,action fantasy thriller baby cult oklahoma sex scene waitress nicolascage billyburke katymixon patricklussier
973,Street Fighter: The Legend of Chun-Li,tt0891592,action crime drama mystery thriller chun li crime fighter gangster mobster rescue chrisklein robinshou josieho andrzejbartkowiak
974,The One,tt0267804,action sci-fi thriller fight multiverse police police officer prison jasonstatham jetli delroylindo jameswong
975,The Adventures of Ford Fairlane,tt0098987,action adventure comedy crime music mystery detective groupie murder music industry rock n roll laurenholly gilbertgottfried davidpatrickkelly rennyharlin
976,Traffic,tt0181865,crime drama thriller cocaine drug smuggling interlinked stories judge mexico michaelo'neill jacobvargas jameslew stevensoderbergh
977,Indiana Jones and the Last Crusade,tt0097576,action adventure fantasy castle diary holy grail map nazi harrisonford julianglover alisondoody stevenspielberg
978,Chappie,tt1823672,action crime drama sci-fi thriller artificial intelligence consciousness future mind uploading robot hughjackman sharltocopley josepablocantillo neillblomkamp
979,The Bone Collector,tt0145681,crime drama mystery thriller new york city police quadriplegic serial killer suicide denzelwashington angelinajoliepitt lelandorser phillipnoyce
980,Panic Room,tt0258000,crime drama thriller brownstone burglar money panic panic room kristenstewart dwightyoakam melrodriguez davidfincher
981,Three Kings,tt0120188,action adventure comedy drama war gold gulf war iraq kuwait map judygreer jamiekennedy mykeltiwilliamson davido.russell
982,Child 44,tt1014763,crime drama thriller child murderer murder sex soviet union woman slaps a man tomhardy faresfares michaelnardone danielespinosa
983,Rat Race,tt0250687,adventure comedy casino locker money museum race corinnaharney douglashaase vincevieluf jerryzucker
984,K-PAX,tt0272152,drama mystery sci-fi extraterrestrial hospital patient planet science kevinspacey jeffbridges alfrewoodard iainsoftley
985,Kate & Leopold,tt0035423,comedy fantasy romance bridge brooklyn bridge falling down an elevator shaft time travel time travel romance hughjackman natashalyonne bradleywhitford jamesmangold
986,Bedazzled,tt0230030,comedy fantasy romance contract devil dream soul wish brendanfraser franceso'connor briandoyle-murray haroldramis
987,The Cotton Club,tt0087089,crime drama music brothers hugging jazz jealousy nudity parole violation nicolascage bobhoskins fredgwynne francisfordcoppola
988,3:10 to Yuma,tt0381849,adventure crime drama western outlaw rancher small western town stagecoach train christianbale loganlerman gretchenmol jamesmangold
989,Taken 3,tt2446042,action thriller betrayal death final showdown murder on the run liamneeson dougrayscott jongries oliviermegaton
990,Out of Sight,tt0120780,crime drama romance thriller heist neo noir one last job opposites attract u.s. marshal doncheadle albertbrooks keithhudson stevensoderbergh
991,The Cable Guy,tt0115798,comedy drama thriller cable guy foreplay friend kissing television matthewbroderick janeanegarofalo andydick benstiller
992,Dick Tracy,tt0099422,action comedy crime music romance thriller crime boss detective dick tracy gangster orphan charliekorsmo warrenbeatty seymourcassel warrenbeatty
993,The Thomas Crown Affair,tt0155267,crime romance thriller art insurance investigator martinique painting trust markmargolis fayedunaway denisleary johnmctiernan
994,Riding in Cars with Boys,tt0200027,biography comedy drama boy college heroin working class writer rosieperez adamgarcia alissadean pennymarshall
995,Happily N'Ever After,tt0308353,adventure animation comedy family fantasy apostrophe in title cinderella first of series punctuation in title three word title sarahmichellegellar georgecarlin robpaulsen paulbolger
996,Mary Reilly,tt0117002,drama horror romance thriller 19th century butler housemaid laboratory servant juliaroberts bronaghgallagher georgecole stephenfrears
997,My Best Friend's Wedding,tt0119738,comedy romance best friend chick flick male female friendship promise wedding juliaroberts christophermasterson ruperteverett p.j.hogan
998,America's Sweethearts,tt0265029,comedy romance actor love movie star press publicist juliaroberts rainnwilson larryking joeroth
999,Insomnia,tt0278504,drama mystery thriller detective insomnia murder partner police alpacino mauratierney crystallowe christophernolan
1000,Star Trek: First Contact,tt0117731,action adventure drama sci-fi thriller 21st century borg borg sphere captain sphere levarburton alfrewoodard jonathanfrakes jonathanfrakes
1001,Jonah Hex,tt1075747,action drama fantasy thriller western confederate death independence day military terrorist michaelfassbender billyblair juliajones jimmyhayward
1002,Courage Under Fire,tt0115956,action drama mystery thriller war bravery honor medal of honor military life unreliable flashback denzelwashington mattdamon scottglenn edwardzwick
1003,Liar Liar,tt0119528,comedy fantasy romance birthday birthday wish father disappoints child lie workaholic mauratierney swoosiekurtz randall'tex'cobb tomshadyac
1004,The Flintstones,tt0109813,comedy family fantasy 1000000 b.c. box office hit lawn mowing product placement stone age jonathanwinters elizabethperkins harveykorman brianlevant
1005,Taken 2,tt1397280,action crime thriller albanian revenge revenge motive teenage daughter vacation liamneeson lukegrimes d.b.sweeney oliviermegaton
1006,Scary Movie 3,tt0306047,comedy crop circle farm orchestral music score reference to michael jackson videotape reginahall pamelaanderson jennymccarthy davidzucker
1007,Miss Congeniality,tt0212346,action comedy crime romance beauty pageant fbi female agent pageant undercover candicebergen wendyraquelrobinson heatherburns donaldpetrie
1008,Journey to the Center of the Earth,tt0373051,action adventure family fantasy sci-fi cave lost world missing brother mountain venus flytrap joshhutcherson brendanfraser anitabriem ericbrevig
1009,The Princess Diaries 2: Royal Engagement,tt0368933,comedy family romance coronation horse princess queen side saddle annehathaway raven-symoné hectorelizondo garrymarshall
1010,The Pelican Brief,tt0107798,crime drama mystery thriller college professor fbi president professor supreme court denzelwashington juliaroberts tonygoldwyn alanj.pakula
1011,The Client,tt0109446,crime drama mystery thriller boy brother lawyer mafia senator bradleywhitford anthonylapaglia bradrenfro joelschumacher
1012,The Bucket List,tt0825232,adventure comedy drama billionaire friend hospital list mechanic morganfreeman noelgugliemi seanhayes robreiner
1013,Patriot Games,tt0105112,action thriller analyst cia ira terrorist terrorist attack harrisonford pollywalker patrickbergin phillipnoyce
1014,Monster-in-Law,tt0369735,comedy romance breakdown fight mother in law scheme wedding adamscott janefonda elainestritch robertluketic
1015,Prisoners,tt1392214,crime drama mystery thriller child abduction detective investigation police sex offender hughjackman jakegyllenhaal dylanminnette denisvilleneuve
1016,Training Day,tt0139654,crime drama thriller lapd narc narcotics title spoken by character training denzelwashington snoopdogg tomberenger antoinefuqua
1017,Galaxy Quest,tt0177789,adventure comedy sci-fi alien alien race convention fan general alanrickman enricocolantoni robinsachs deanparisot
1018,Scary Movie 2,tt0257106,comedy blow job demon exorcism priest professor natashalyonne veronicacartwright andyrichter keenenivorywayans
1019,The Muppets,tt1204342,adventure comedy family musical bel air california book friends who live together the muppets tribute band billcobbs ericjacobson stevewhitmire jamesbobin
1020,Blade,tt0120611,action horror 1990s blade blood vampire vampire hunter sanaalathan tracilords udokier stephennorrington
1021,Coach Carter,tt0393162,drama sport basketball basketball coach coach contract high school channingtatum rickgonzalez robertri'chard thomascarter
1022,Changing Lanes,tt0264472,drama thriller car accident feud lawyer revenge road rage sydneypollack mattmalloy brucealtman rogermichell
1023,Anaconda,tt0118615,action adventure horror thriller amazon anaconda boat jungle snake frankwelker ericstoltz kariwuhrer luisllosa
1024,Coyote Ugly,tt0200550,comedy drama music romance girl in panties lift skirt sexual attraction short shorts songwriter adamgarcia tyrabanks izabellamiko davidmcnally
1025,Love Actually,tt0314331,comedy drama romance aging rocker christmas love at first sight minister prime minister colinfirth liamneeson krismarshall richardcurtis
1026,A Bug's Life,tt0120623,adventure animation comedy family fantasy ant circus grasshopper misunderstanding overhearing kevinspacey madelinekahn johnratzenberger johnlasseter
1027,From Hell,tt0120681,horror mystery thriller freemason jack the ripper opium prostitute victorian era johnnydepp jasonflemyng ianrichardson alberthughes
1028,The Specialist,tt0111255,action crime drama romance thriller bomb cia explosive explosives expert miami florida sylvesterstallone rodsteiger emilioestefanjr. luisllosa
1029,Tin Cup,tt0117918,comedy drama romance sport driving range golf golfer tournament winnebago donjohnson cheechmarin renerusso ronshelton
1030,Kicking & Screaming,tt0384642,comedy family romance sport book child slapstick comedy soccer suburb joshhutcherson willferrell robertduvall jessedylan
1031,The Hitchhiker's Guide to the Galaxy,tt0371724,adventure comedy sci-fi alien friend galaxy hyperspace spaceship zooeydeschanel kellymacdonald thomaslennon garthjennings
1032,Fat Albert,tt0396592,comedy family fantasy romance animated sequence junkyard love party television daniaramirez nickzano alicegreczyn joelzwick
1033,Resident Evil: Extinction,tt0432021,action horror sci-fi thriller clone convoy crow desert satellite millajovovich mikeepps jamestumminia russellmulcahy
1034,Blended,tt1086772,comedy romance blind date children date daughter son bellathorne adamsandler joelmchale frankcoraci
1035,Last Holiday,tt0408985,adventure comedy drama chef congressman cook hotel senator llcoolj aliciawitt timothyhutton waynewang
1036,The River Wild,tt0110997,action adventure crime thriller criminal rafting river robber white water rafting merylstreep glennmorshower williamlucking curtishanson
1037,The Indian in the Cupboard,tt0113419,drama family fantasy best friend birthday boy friend magic stevecoogan vincentkartheiser davidkeith frankoz
1038,Savages,tt1615065,crime drama thriller arms tied overhead damsel in distress dea marijuana southern california demiánbichir sheawhigham garystretch oliverstone
1039,Cellular,tt0337921,action crime thriller cell phone distress signal family in danger police stealing a car richardburgi valeriecruz willbeinbrink davidr.ellis
1040,Johnny English,tt0274166,action adventure comedy british crown jewels explosion funeral spy kevinmcnally natalieimbruglia benmiller peterhowitt
1041,The Ant Bully,tt0429589,adventure animation comedy family fantasy ant miniaturization punishment shrinking sudden change in size nicolascage merylstreep juliaroberts johna.davis
1042,Dune,tt0087182,action adventure sci-fi desert planet dune giant worm space travel spice virginiamadsen jürgenprochnow joséferrer davidlynch
1043,Across the Universe,tt0445922,drama fantasy musical romance anti war liverpool love protest song jimsturgess t.v.carpio robertclohessy julietaymor
1044,Revolutionary Road,tt0959337,drama romance based on novel children connecticut suburb work leonardodicaprio katewinslet joekomara sammendes
1045,16 Blocks,tt0450232,action crime drama thriller alcoholic courthouse detective jail witness brucewillis davidzayas sasharoiz richarddonner
1046,Babylon A.D.,tt0364970,action adventure sci-fi thriller box office flop convent mercenary new york pregnant vindiesel charlotterampling davidbelle mathieukassovitz
1047,The Glimmer Man,tt0116421,action comedy crime drama thriller detective heavy rain murder partner serial killer alexapenavega bobgunton keenenivorywayans johngray
1048,Multiplicity,tt0117108,comedy romance sci-fi clone cloning construction same actor playing two characters simultaneously on screen year 1996 johndelancie briandoyle-murray obbababatundé haroldramis
1049,Aliens in the Attic,tt0775552,adventure comedy family fantasy sci-fi alien attic boyfriend mind control nintendo ds malesejow carterjenkins timmeadows johnschultz
1050,The Pledge,tt0237572,crime drama mystery thriller nevada pledge police porcupine search costasmandylor adriendorval nelslennarson seanpenn
1051,The Producers,tt0395251,comedy musical accountant money opening night scheme swedish jonlovitz willferrell matthewbroderick susanstroman
1052,The Phantom,tt0117331,action adventure comedy fantasy ghost new york city phantom skull superhero cary-hiroyukitagawa treatwilliams kristyswanson simonwincer
1053,All the Pretty Horses,tt0149624,drama romance western 1940s cowboy mexico railway station texas mattdamon henrythomas samshepard billybobthornton
1054,Nixon,tt0113987,biography drama history courtship election paranoia president quaker anthonyhopkins bobhoskins joanallen oliverstone
1055,The Ghost Writer,tt1139328,mystery thriller british prime minister death island memoir writer jimbelushi oliviawilliams timothyhutton romanpolanski
1056,Deep Rising,tt0118956,action adventure horror sci-fi creature feature hijacker ocean ship shot in the leg djimonhounsou jasonflemyng wesstudi stephensommers
1057,Miracle at St. Anna,tt1046997,action crime drama thriller war boy german soldier partisan trapped village josephgordon-levitt omarihardwick lazalonso spikelee
1058,Curse of the Golden Flower,tt0473444,drama romance china chrysanthemum emperor empress prince ligong yeliu manli yimouzhang
1059,Bangkok Dangerous,tt0814022,action crime thriller deaf hitman nightclub pickpocket rules of profession nicolascage charlieyeung jameswith dannypang
1060,Big Trouble,tt0246464,comedy crime thriller airport fbi agent person in a car trunk suitcase suitcase bomb zooeydeschanel janeanegarofalo omarepps barrysonnenfeld
1061,Love in the Time of Cholera,tt0484740,drama romance 19th century colombia love marriage widow marcelamar giovannamezzogiorno unaxugalde mikenewell
1062,Shadow Conspiracy,tt0120107,action thriller american president assassin conspiracy president white house samwaterston bengazzara nicholasturturro georgep.cosmatos
1063,Johnny English Reborn,tt1634122,action adventure comedy crime assassin chinese conspiracy gadget premier danielkaluuya timmcinnerny togoigawa oliverparker
1064,Argo,tt1024648,biography drama history thriller 1970s cia f word u.s. embassy year 1979 cleaduvall scootmcnairy tatedonovan benaffleck
1065,The Fugitive,tt0106977,action adventure crime drama mystery thriller hospital on the run one armed man surgeon u.s. marshal harrisonford danielroebuck selaward andrewdavis
1066,The Bounty Hunter,tt1038919,action comedy romance bounty hunter death murder police officer reporter gerardbutler dorianmissick petergreene andytennant
1067,Sleepers,tt0117665,crime drama thriller boy guard kicked in the crotch prank sexual abuse robertdeniro bradpitt minniedriver barrylevinson
1068,Rambo: First Blood Part II,tt0089880,action adventure thriller war 1980s mission prison rambo vietnam sylvesterstallone julianickson martinkove georgep.cosmatos
1069,The Juror,tt0116731,drama thriller breasts mafia sex scene temple woods josephgordon-levitt demimoore anneheche briangibson
1070,Pinocchio,tt0032910,animation family fantasy musical boy conscience fairy jiminy cricket pinocchio melblanc dickiejones cliffedwards normanferguson
1071,Heaven's Gate,tt0080855,adventure drama western 1890s hired gun immigrant johnson county war sheriff jeffbridges samwaterston isabellehuppert michaelcimino
1072,Underworld: Evolution,tt0401855,action adventure fantasy sci-fi thriller death feud forbidden love vampire werewolf sophiamyles tonycurran derekjacobi lenwiseman
1073,Victor Frankenstein,tt1976009,drama horror sci-fi thriller assistant experiment frankenstein medical student scientist danielradcliffe spencerwilding danielmays paulmcguigan
1074,Finding Forrester,tt0181536,drama basketball mentor new york school writing f.murrayabraham robbrown michaelnouri gusvansant
1075,28 Days,tt0191754,comedy drama 12 step program box office hit car accident vomiting wedding stevebuscemi viggomortensen elizabethperkins bettythomas
1076,Unleashed,tt0342258,action crime drama thriller collar dog fight fighting piano morganfreeman jetli bobhoskins louisleterrier
1077,The Sweetest Thing,tt0253867,comedy romance female removes her clothes roommate voyeur voyeurism wedding judithchapman lillianadams chelseabond rogerkumble
1078,The Firm,tt0106918,drama mystery thriller bar fbi law law firm lawyer tomcruise hollyhunter wilfordbrimley sydneypollack
1079,Charlie St. Cloud,tt1438254,drama fantasy romance brother brother relationship death of brother ghost seeing dead people talking with the dead augustusprew charlietahan valerietian burrsteers
1080,The Mechanic,tt0472399,action crime thriller apprentice disobeying orders gas station hitman nightclub jasonstatham tonygoldwyn minianden simonwest
1081,21 Jump Street,tt1232829,action comedy crime narcotics parody police remake undercover cop channingtatum daxflame robriggle phillord
1082,Notting Hill,tt0125439,comedy drama romance actress bookstore friend kiss love juliaroberts clarkepeters dylanmoran rogermichell
1083,Chicken Run,tt0120630,adventure animation comedy drama family chicken escape farm freedom rooster imeldastaunton mirandarichardson juliasawalha peterlord
1084,Along Came Polly,tt0343135,comedy romance bride friend honeymoon insurance insurance company philipseymourhoffman masioka debramessing johnhamburg
1085,Boomerang,tt0103859,comedy drama romance advertising battle of the sexes dating one word title womanizer johnwitherspoon earthakitt geoffreyholder reginaldhudlin
1086,The Heat,tt2404463,action comedy crime drug lord fbi fbi agent hospital shot in the crotch michaelrapaport williamxifaras demiánbichir paulfeig
1087,Cleopatra,tt0056937,biography drama history romance cleopatra egypt epic queen roman empire martinlandau richardburton roddymcdowall josephl.mankiewicz
1088,Here Comes the Boom,tt1648179,action comedy sport claim in title high school mixed martial arts ultimate fighting championship underdog salmahayek reggielee charice frankcoraci
1089,High Crimes,tt0257756,crime drama mystery thriller defense lawyer lawyer marine murder villager morganfreeman adamscott brucedavison carlfranklin
1090,The Mirror Has Two Faces,tt0117057,comedy drama romance columbia university lecture marriage professor sex jeffbridges austinpendleton mimirogers barbrastreisand
1091,The Mothman Prophecies,tt0265349,drama horror mystery thriller car accident death of wife mothman point pleasant west virginia urban legend debramessing willpatton davideigenberg markpellington
1092,Brüno,tt0889583,comedy austrian fame fashion gay lead character mockumentary bono eltonjohn slash larrycharles
1093,Licence to Kill,tt0097742,action adventure thriller drug cartel drug lord james bond 007 personal vendetta vengeance robertdavi talisasoto anthonyzerbe johnglen
1094,Red Riding Hood,tt1486185,fantasy horror mystery thriller death forest love werewolf werewolf bite garyoldman billyburke virginiamadsen catherinehardwicke
1095,15 Minutes,tt0179626,action crime drama thriller criminal detective fire homicide media robertdeniro charlizetheron kelseygrammer johnherzfeld
1096,Super Mario Bros.,tt0108255,adventure comedy family fantasy sci-fi based on video game dinosaur king mario plumber bobhoskins fisherstevens fionashaw annabeljankel
1097,Lord of War,tt0399295,crime drama thriller 1980s arms dealer immorality ukrainian warlord nicolascage jeremycrutchley jaredburke andrewniccol
1098,Hero,tt0299977,action adventure history china flying king palace sword jetli tonychiuwaileung maggiecheung yimouzhang
1099,One for the Money,tt1598828,action comedy crime romance thriller bail bond bounty hunter jeans shot in the butt title directed by female fisherstevens debbiereynolds patrickfischler julieannerobinson
